index,airline_name,overall_rating,review_date,verified,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,value_for_money,recommended,year
336,Aeroflot Russian Airlines,7,7th February 2020,True,Solo Leisure,Economy Class,November 2019,4,4,2,5,5,True,2019
337,Aeroflot Russian Airlines,1,6th February 2020,True,Solo Leisure,Economy Class,February 2020,3,2,2,1,3,False,2020
338,Aeroflot Russian Airlines,2,29th January 2020,True,Solo Leisure,Economy Class,January 2020,1,1,1,1,2,False,2020
339,Aeroflot Russian Airlines,2,20th January 2020,True,Solo Leisure,Economy Class,January 2020,3,1,2,2,4,False,2020
340,Aeroflot Russian Airlines,1,8th January 2020,True,Solo Leisure,Economy Class,January 2020,3,2,1,1,3,False,2020
341,Aeroflot Russian Airlines,2,7th January 2020,True,Solo Leisure,Economy Class,January 2020,3,3,3,1,1,False,2020
342,Aeroflot Russian Airlines,6,7th January 2020,True,Solo Leisure,Economy Class,January 2020,3,4,2,3,4,True,2020
343,Aeroflot Russian Airlines,1,5th January 2020,True,Couple Leisure,Economy Class,January 2020,1,1,1,1,1,False,2020
345,Aeroflot Russian Airlines,9,14th December 2019,True,Solo Leisure,Economy Class,December 2019,4,5,4,4,3,True,2019
346,Aeroflot Russian Airlines,1,9th December 2019,True,Solo Leisure,Economy Class,December 2019,5,5,5,4,5,True,2019
347,Aeroflot Russian Airlines,2,27th November 2019,True,Family Leisure,Economy Class,July 2019,3,3,3,3,1,False,2019
348,Aeroflot Russian Airlines,7,24th October 2019,True,Solo Leisure,Economy Class,August 2019,3,4,3,2,4,True,2019
349,Aeroflot Russian Airlines,1,23rd October 2019,True,Solo Leisure,Economy Class,June 2019,5,5,4,5,5,True,2019
350,Aeroflot Russian Airlines,2,21st October 2019,True,Solo Leisure,Economy Class,October 2019,2,2,2,1,2,False,2019
352,Aeroflot Russian Airlines,3,18th October 2019,True,Business,Economy Class,October 2019,4,4,1,1,2,False,2019
353,Aeroflot Russian Airlines,1,10th October 2019,True,Business,Business Class,October 2019,5,5,5,4,5,True,2019
354,Aeroflot Russian Airlines,6,8th October 2019,True,Business,Premium Economy,September 2019,3,3,3,3,4,True,2019
355,Aeroflot Russian Airlines,2,28th September 2019,True,Family Leisure,Economy Class,September 2019,1,1,1,2,1,False,2019
356,Aeroflot Russian Airlines,1,23rd September 2019,True,Solo Leisure,Economy Class,September 2019,1,1,1,1,1,False,2019
357,Aeroflot Russian Airlines,1,19th September 2019,True,Business,Economy Class,September 2019,5,5,4,5,5,True,2019
358,Aeroflot Russian Airlines,1,18th September 2019,True,Solo Leisure,Economy Class,September 2019,5,5,5,5,5,True,2019
359,Aeroflot Russian Airlines,6,17th September 2019,False,Couple Leisure,Economy Class,September 2019,5,3,4,4,4,True,2019
360,Aeroflot Russian Airlines,2,13th September 2019,True,Family Leisure,Economy Class,August 2019,3,4,3,1,1,False,2019
361,Aeroflot Russian Airlines,1,12th September 2019,True,Solo Leisure,Economy Class,September 2019,1,1,1,1,1,False,2019
362,Aeroflot Russian Airlines,1,10th September 2019,True,Couple Leisure,Economy Class,September 2019,5,5,5,5,5,True,2019
363,Aeroflot Russian Airlines,3,10th September 2019,True,Family Leisure,Economy Class,September 2019,1,2,2,1,3,False,2019
364,Aeroflot Russian Airlines,1,9th September 2019,True,Family Leisure,Economy Class,September 2019,1,1,1,1,1,False,2019
365,Aeroflot Russian Airlines,8,4th September 2019,True,Business,Economy Class,August 2019,4,4,3,4,5,True,2019
366,Aeroflot Russian Airlines,9,4th September 2019,True,Business,Economy Class,August 2019,4,3,4,5,5,True,2019
367,Aeroflot Russian Airlines,8,4th September 2019,True,Business,Economy Class,August 2019,4,3,5,4,5,True,2019
368,Aeroflot Russian Airlines,1,31st August 2019,True,Couple Leisure,Economy Class,August 2019,1,1,1,1,1,False,2019
369,Aeroflot Russian Airlines,1,31st August 2019,False,Solo Leisure,Business Class,August 2019,5,5,5,5,5,True,2019
370,Aeroflot Russian Airlines,1,27th August 2019,False,Family Leisure,Economy Class,August 2019,5,5,5,5,5,True,2019
371,Aeroflot Russian Airlines,3,10th August 2019,True,Family Leisure,Economy Class,June 2019,3,3,2,1,2,False,2019
373,Aeroflot Russian Airlines,4,30th July 2019,True,Solo Leisure,Economy Class,July 2019,3,2,3,1,3,False,2019
374,Aeroflot Russian Airlines,9,28th July 2019,True,Solo Leisure,Economy Class,July 2019,4,4,5,3,4,True,2019
375,Aeroflot Russian Airlines,9,24th July 2019,True,Solo Leisure,Economy Class,July 2019,5,5,5,5,5,True,2019
376,Aeroflot Russian Airlines,1,9th July 2019,False,Family Leisure,Business Class,June 2019,4,4,2,1,1,False,2019
377,Aeroflot Russian Airlines,3,8th July 2019,True,Solo Leisure,Economy Class,June 2019,4,3,1,3,2,False,2019
378,Aeroflot Russian Airlines,1,8th July 2019,True,Family Leisure,Economy Class,July 2019,1,1,1,1,1,False,2019
379,Aeroflot Russian Airlines,1,2nd July 2019,True,Family Leisure,Economy Class,June 2019,2,3,2,1,2,False,2019
380,Aeroflot Russian Airlines,8,28th June 2019,True,Business,Economy Class,June 2019,4,5,5,5,5,True,2019
383,Aeroflot Russian Airlines,1,6th June 2019,True,Couple Leisure,Economy Class,June 2019,2,2,2,1,1,False,2019
384,Aeroflot Russian Airlines,2,3rd June 2019,True,Solo Leisure,Economy Class,June 2019,3,3,4,1,2,False,2019
385,Aeroflot Russian Airlines,2,1st June 2019,True,Business,Economy Class,May 2019,4,4,3,1,1,False,2019
386,Aeroflot Russian Airlines,1,28th May 2019,True,Business,Economy Class,May 2019,1,1,1,1,1,False,2019
387,Aeroflot Russian Airlines,1,26th May 2019,True,Business,Business Class,May 2019,3,3,1,1,2,False,2019
388,Aeroflot Russian Airlines,9,26th May 2019,True,Solo Leisure,Economy Class,May 2019,3,5,3,5,5,True,2019
389,Aeroflot Russian Airlines,2,16th May 2019,True,Solo Leisure,Economy Class,April 2019,2,2,3,2,2,False,2019
391,Aeroflot Russian Airlines,1,11th May 2019,True,Solo Leisure,Economy Class,May 2019,1,1,1,1,1,False,2019
392,Aeroflot Russian Airlines,3,10th May 2019,True,Business,Economy Class,January 2019,2,3,2,1,3,False,2019
393,Aeroflot Russian Airlines,1,6th May 2019,False,Family Leisure,Economy Class,April 2019,5,5,3,5,5,True,2019
394,Aeroflot Russian Airlines,1,5th May 2019,True,Solo Leisure,Economy Class,May 2019,2,2,2,1,1,False,2019
395,Aeroflot Russian Airlines,1,4th May 2019,True,Family Leisure,Economy Class,April 2019,1,1,1,1,1,False,2019
396,Aeroflot Russian Airlines,2,1st May 2019,True,Solo Leisure,Economy Class,April 2019,1,2,1,4,2,False,2019
397,Aeroflot Russian Airlines,1,1st May 2019,True,Solo Leisure,Economy Class,April 2019,1,1,1,1,2,False,2019
398,Aeroflot Russian Airlines,3,29th April 2019,True,Couple Leisure,Economy Class,April 2019,3,3,1,3,3,False,2019
399,Aeroflot Russian Airlines,1,24th April 2019,True,Solo Leisure,Economy Class,March 2019,3,3,3,3,2,False,2019
400,AeroItalia,2,3rd April 2023,True,Business,Economy Class,April 2023,1,3,1,1,1,False,2023
401,Aerolineas Argentinas,2,25th July 2023,False,Solo Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
402,Aerolineas Argentinas,2,25th June 2023,False,Couple Leisure,Economy Class,June 2023,2,1,1,1,2,True,2023
403,Aerolineas Argentinas,6,20th March 2023,True,Solo Leisure,Economy Class,March 2023,3,1,1,3,4,False,2023
405,Aerolineas Argentinas,1,28th January 2023,True,Couple Leisure,Business Class,January 2023,1,1,1,1,1,False,2023
407,Aerolineas Argentinas,2,23rd December 2022,False,Solo Leisure,Economy Class,December 2022,1,1,1,1,1,False,2022
408,Aerolineas Argentinas,8,29th November 2022,True,Family Leisure,Economy Class,November 2022,4,5,3,5,5,True,2022
409,Aerolineas Argentinas,1,27th November 2022,True,Solo Leisure,Economy Class,November 2022,3,4,3,1,1,False,2022
410,Aerolineas Argentinas,7,4th September 2022,False,Business,Economy Class,August 2022,3,3,3,4,4,True,2022
411,Aerolineas Argentinas,1,8th March 2022,True,Business,Business Class,March 2022,2,1,1,1,1,False,2022
413,Aerolineas Argentinas,1,10th December 2021,True,Solo Leisure,Economy Class,December 2021,4,4,4,1,3,False,2021
414,Aerolineas Argentinas,1,23rd November 2021,False,Couple Leisure,Economy Class,November 2021,1,1,1,1,1,False,2021
417,Aerolineas Argentinas,1,30th March 2020,True,Family Leisure,Business Class,March 2020,1,1,1,1,1,False,2020
419,Aerolineas Argentinas,1,17th October 2019,True,Solo Leisure,Economy Class,September 2019,5,5,4,5,5,True,2019
420,Aerolineas Argentinas,1,16th July 2019,False,Couple Leisure,Economy Class,July 2019,2,1,1,1,1,False,2019
422,Aerolineas Argentinas,1,1st June 2019,True,Solo Leisure,Economy Class,June 2019,1,5,2,1,1,False,2019
423,Aerolineas Argentinas,7,13th May 2019,True,Couple Leisure,Economy Class,April 2019,5,5,3,5,2,True,2019
424,Aerolineas Argentinas,8,6th May 2019,True,Solo Leisure,Economy Class,December 2018,4,5,1,4,5,True,2018
425,Aerolineas Argentinas,2,4th May 2019,True,Couple Leisure,Premium Economy,May 2019,2,1,1,1,1,False,2019
426,Aerolineas Argentinas,1,28th March 2019,True,Family Leisure,Economy Class,March 2019,1,1,1,1,1,False,2019
427,Aerolineas Argentinas,6,23rd February 2019,True,Family Leisure,Economy Class,February 2019,4,4,2,3,3,True,2019
428,Aerolineas Argentinas,4,15th January 2019,True,Family Leisure,Economy Class,January 2019,1,2,3,1,3,False,2019
429,Aerolineas Argentinas,1,3rd December 2018,True,Couple Leisure,Economy Class,November 2018,1,1,1,1,1,False,2018
430,Aerolineas Argentinas,1,22nd November 2018,True,Couple Leisure,Economy Class,November 2018,1,3,1,1,1,False,2018
431,Aerolineas Argentinas,1,27th October 2018,True,Couple Leisure,Economy Class,October 2018,4,3,1,1,1,False,2018
433,Aerolineas Argentinas,8,15th March 2018,True,Couple Leisure,Economy Class,March 2018,3,4,4,4,3,True,2018
434,Aerolineas Argentinas,7,7th March 2018,True,Solo Leisure,Economy Class,March 2018,4,3,2,4,3,True,2018
435,Aerolineas Argentinas,1,22nd February 2018,True,Couple Leisure,Economy Class,February 2018,1,1,1,1,1,False,2018
436,Aerolineas Argentinas,1,19th December 2017,True,Solo Leisure,Economy Class,December 2017,1,1,1,1,1,False,2017
437,Aerolineas Argentinas,1,15th December 2017,True,Family Leisure,Economy Class,October 2017,2,1,2,1,1,False,2017
438,Aerolineas Argentinas,9,29th November 2017,True,Solo Leisure,Economy Class,November 2017,5,4,4,5,4,True,2017
439,Aerolineas Argentinas,9,15th November 2017,False,Couple Leisure,Business Class,November 2017,3,5,5,5,5,True,2017
440,Aerolineas Argentinas,9,2nd November 2017,False,Family Leisure,Economy Class,October 2017,4,4,3,4,4,True,2017
441,Aerolineas Argentinas,8,25th September 2017,False,Couple Leisure,Economy Class,September 2017,4,4,2,4,4,True,2017
442,Aerolineas Argentinas,8,25th September 2017,False,Couple Leisure,Economy Class,August 2017,4,4,2,4,4,True,2017
443,Aerolineas Argentinas,3,30th August 2017,False,Business,Business Class,August 2017,1,1,2,3,2,False,2017
444,Aerolineas Argentinas,1,18th August 2017,False,Business,Economy Class,August 2017,2,3,1,1,1,False,2017
445,Aerolineas Argentinas,2,30th April 2017,False,Solo Leisure,Economy Class,April 2017,1,1,1,2,1,False,2017
446,Aerolineas Argentinas,7,14th March 2017,False,Solo Leisure,Business Class,March 2017,4,4,1,3,5,True,2017
447,Aerolineas Argentinas,9,26th February 2017,False,Couple Leisure,Business Class,March 2016,4,4,4,3,5,True,2016
448,Aerolineas Argentinas,1,24th February 2017,False,Couple Leisure,Economy Class,February 2017,1,3,5,1,1,False,2017
449,Aerolineas Argentinas,6,16th February 2017,False,Business,Business Class,February 2017,3,4,3,4,4,True,2017
450,Aerolineas Argentinas,1,26th January 2017,False,Family Leisure,Economy Class,January 2017,1,1,1,1,1,False,2017
451,Aerolineas Argentinas,9,23rd January 2017,False,Business,Economy Class,January 2017,4,4,4,3,4,True,2017
452,Aerolineas Argentinas,8,20th January 2017,False,Solo Leisure,Premium Economy,December 2016,5,5,2,4,3,True,2016
453,Aerolineas Argentinas,1,8th January 2017,False,Couple Leisure,Economy Class,December 2016,1,1,1,1,1,False,2016
454,Aerolineas Argentinas,3,28th December 2016,False,Family Leisure,Economy Class,December 2016,3,2,2,1,3,False,2016
455,Aerolineas Argentinas,6,22nd December 2016,False,Solo Leisure,Economy Class,December 2016,4,4,2,4,3,True,2016
456,Aerolineas Argentinas,4,18th December 2016,False,Solo Leisure,Economy Class,December 2016,1,1,1,5,2,False,2016
457,Aerolineas Argentinas,1,25th November 2016,False,Solo Leisure,Economy Class,November 2016,1,1,2,1,4,False,2016
458,Aerolineas Argentinas,3,12th August 2016,False,Business,Economy Class,August 2016,1,2,2,3,1,False,2016
459,Aerolineas Argentinas,2,28th June 2016,False,Couple Leisure,Premium Economy,June 2016,3,4,1,1,2,False,2016
460,Aerolineas Argentinas,4,5th June 2016,False,Solo Leisure,Economy Class,May 2016,3,1,1,3,4,False,2016
461,Aerolineas Argentinas,7,12th April 2016,False,Business,Economy Class,April 2016,3,4,3,4,4,True,2016
462,Aerolineas Argentinas,7,3rd April 2016,False,Family Leisure,Business Class,March 2016,3,4,3,2,4,True,2016
463,Aerolineas Argentinas,5,14th January 2016,False,Family Leisure,Economy Class,May 2015,3,5,4,2,3,False,2015
464,Aerolineas Argentinas,9,3rd January 2016,False,Solo Leisure,Economy Class,January 2016,5,5,5,5,5,True,2016
465,Aerolineas Argentinas,9,16th December 2015,False,Solo Leisure,Economy Class,November 2015,4,5,4,5,4,True,2015
466,Aerolineas Argentinas,3,4th December 2015,False,Business,Business Class,December 2015,2,3,1,3,1,False,2015
467,Aerolineas Argentinas,9,25th November 2015,False,Family Leisure,Economy Class,October 2015,4,5,5,5,4,True,2015
468,Aerolineas Argentinas,7,19th November 2015,False,Business,Economy Class,November 2015,4,5,3,2,4,True,2015
469,Aerolineas Argentinas,1,2nd September 2015,False,Business,Economy Class,August 2015,1,1,1,1,1,False,2015
470,Aerolineas Argentinas,5,30th July 2015,False,Solo Leisure,Economy Class,July 2015,1,5,2,5,3,True,2015
471,Aerolineas Argentinas,2,5th July 2015,False,Business,Business Class,July 2015,3,3,1,2,2,False,2015
501,Aeromar,1,21st October 2019,True,Couple Leisure,Economy Class,October 2019,1,1,3,1,1,False,2019
502,Aeromar,2,2nd September 2019,True,Couple Leisure,Economy Class,September 2019,2,1,1,1,1,False,2019
503,Aeromar,1,22nd November 2018,True,Family Leisure,First Class,October 2018,3,3,3,3,3,False,2018
504,Aeromar,1,6th November 2018,True,Family Leisure,Economy Class,November 2018,1,1,1,1,1,False,2018
506,Aeromar,1,27th January 2018,True,Family Leisure,Economy Class,December 2017,1,1,1,1,1,False,2017
507,Aeromar,1,4th January 2018,True,Family Leisure,Economy Class,January 2018,3,3,2,1,1,False,2018
508,Aeromar,8,14th January 2016,False,Solo Leisure,Economy Class,December 2015,5,5,4,4,1,False,2015
509,Aeromar,7,25th April 2012,False,Business,Economy Class,April 2012,4,4,4,4,4,True,2012
510,Aeromexico,1,25th July 2023,False,Couple Leisure,Economy Class,July 2023,4,4,4,1,1,False,2023
511,Aeromexico,4,13th June 2023,False,Solo Leisure,Economy Class,June 2023,2,2,1,1,2,False,2023
512,Aeromexico,1,6th June 2023,True,Family Leisure,Economy Class,June 2023,2,2,3,1,1,False,2023
513,Aeromexico,1,6th June 2023,False,Business,Premium Economy,June 2023,1,1,1,1,1,False,2023
514,Aeromexico,1,5th June 2023,False,Couple Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
515,Aeromexico,2,28th May 2023,True,Business,Business Class,May 2023,4,3,4,1,2,False,2023
516,Aeromexico,2,27th May 2023,True,Solo Leisure,Economy Class,March 2023,2,3,2,1,2,False,2023
517,Aeromexico,1,26th May 2023,True,Couple Leisure,Economy Class,March 2023,3,3,4,1,1,False,2023
518,Aeromexico,1,26th May 2023,True,Family Leisure,Economy Class,May 2023,2,3,3,2,2,False,2023
520,Aeromexico,1,24th May 2023,True,Business,Economy Class,May 2023,1,1,1,1,1,False,2023
521,Aeromexico,1,22nd May 2023,True,Couple Leisure,Economy Class,March 2023,1,1,1,1,1,False,2023
522,Aeromexico,1,20th May 2023,False,Family Leisure,Economy Class,April 2023,1,1,1,1,1,False,2023
523,Aeromexico,4,20th May 2023,True,Business,Business Class,April 2023,4,2,3,1,3,False,2023
524,Aeromexico,1,17th May 2023,True,Couple Leisure,Economy Class,May 2023,3,3,3,1,1,False,2023
525,Aeromexico,1,13th May 2023,True,Couple Leisure,Economy Class,May 2023,3,3,1,3,3,False,2023
526,Aeromexico,8,2nd May 2023,False,Couple Leisure,Economy Class,May 2023,4,5,3,5,2,True,2023
527,Aeromexico,8,23rd April 2023,True,Couple Leisure,Economy Class,April 2023,1,5,1,4,4,True,2023
528,Aeromexico,2,14th April 2023,False,Family Leisure,Economy Class,April 2023,1,2,1,1,2,False,2023
529,Aeromexico,1,8th April 2023,True,Family Leisure,Economy Class,April 2023,1,3,1,1,1,False,2023
530,Aeromexico,1,8th April 2023,False,Family Leisure,Economy Class,January 2023,1,1,1,1,1,False,2023
531,Aeromexico,1,4th April 2023,True,Solo Leisure,Economy Class,April 2023,3,3,3,5,5,False,2023
532,Aeromexico,2,1st April 2023,True,Family Leisure,Economy Class,April 2023,3,3,3,1,1,False,2023
533,Aeromexico,1,1st April 2023,True,Couple Leisure,Economy Class,March 2023,1,1,1,1,1,False,2023
534,Aeromexico,2,27th March 2023,False,Solo Leisure,Economy Class,March 2023,3,3,3,1,1,False,2023
535,Aeromexico,2,21st March 2023,True,Business,Business Class,March 2023,2,2,1,2,1,False,2023
536,Aeromexico,1,16th March 2023,True,Solo Leisure,Premium Economy,March 2023,1,1,1,1,1,False,2023
537,Aeromexico,1,15th March 2023,True,Solo Leisure,Economy Class,August 2022,3,3,1,1,1,False,2022
539,Aeromexico,1,28th February 2023,True,Solo Leisure,Premium Economy,February 2023,1,2,3,1,1,False,2023
540,Aeromexico,1,20th February 2023,True,Couple Leisure,Economy Class,February 2023,2,1,2,1,1,False,2023
541,Aeromexico,1,10th February 2023,True,Couple Leisure,Business Class,February 2023,1,1,1,1,1,False,2023
542,Aeromexico,1,9th January 2023,True,Family Leisure,Economy Class,October 2022,1,1,1,1,1,False,2022
543,Aeromexico,2,7th January 2023,False,Family Leisure,Premium Economy,December 2022,3,1,1,4,3,False,2022
544,Aeromexico,1,28th December 2022,True,Couple Leisure,Economy Class,December 2022,2,2,2,1,2,False,2022
545,Aeromexico,8,17th December 2022,True,Solo Leisure,Economy Class,December 2022,3,5,3,5,4,True,2022
546,Aeromexico,1,10th December 2022,False,Family Leisure,Economy Class,October 2022,2,1,1,1,1,False,2022
547,Aeromexico,1,6th December 2022,False,Family Leisure,Business Class,November 2022,5,1,1,1,2,False,2022
549,Aeromexico,1,3rd December 2022,True,Family Leisure,Economy Class,December 2022,1,1,1,1,1,False,2022
550,Aeromexico,1,3rd December 2022,False,Couple Leisure,Economy Class,December 2022,1,1,1,1,1,False,2022
551,Aeromexico,1,30th November 2022,True,Couple Leisure,Business Class,November 2022,5,2,1,1,1,False,2022
552,Aeromexico,2,29th November 2022,False,Family Leisure,Economy Class,November 2022,1,3,2,2,2,False,2022
